group,approved,defaulted,loan_size,processing_time
A,1,0,9835.43,4.948
A,0,0,8226.64,4.612
A,0,0,9051.26,4.235
A,1,0,28420.85,5.741
A,1,0,23510.55,2.388
A,1,0,13156.91,6.652
A,1,0,8631.99,5.553
A,0,0,4538.18,4.094
A,1,1,41612.17,3.977
A,1,1,21454.53,4.921
A,1,0,7590.59,6.481
A,1,0,23758.12,4.352
A,0,0,12629.88,4.416
A,0,0,10618.07,4.227
A,1,1,18923.68,6.873
A,1,0,7382.01,3.647
A,1,0,10147.62,4.156
A,0,0,14723.04,6.395
A,0,0,8959.23,4.421
A,1,0,22817.16,5.906
A,1,0,59590.6,2.833
A,0,0,7306.81,3.892
A,1,0,3525.93,6.427
A,0,0,2693.53,3.185
A,1,1,11844.58,3.973
A,1,0,7859.42,4.585
A,1,0,15776.68,2.716
A,1,0,14854.8,3.579
A,1,0,3704.96,4.369
A,0,0,3127.82,4.27
A,1,0,16928.38,6.121
A,1,0,14888.48,6.512
A,1,0,9502.84,2.916
A,1,0,3548.52,4.367
A,1,0,19479.4,5.211
A,1,0,36957.34,6.475
A,0,0,16687.01,5.278
A,1,0,6781.96,4.636
A,1,0,13844.48,5.2
A,1,0,4478.79,5.211
A,0,0,31143.74,2.808
A,0,0,14263.73,4.489
A,0,0,3246.96,6.389
A,1,0,10503.47,3.889
A,1,0,19353.74,4.394
A,1,0,10234.93,3.836
A,1,1,10713.75,0.729
A,1,0,5016.45,4.231
A,1,0,21020.07,4.653
A,1,0,7952.36,3.431
A,1,0,2379.97,2.468
A,0,0,9926.81,2.879
A,1,0,29287.61,5.346
A,1,1,9803.12,7.159
A,0,0,53658.11,6.274
A,1,0,18829.39,2.183
A,0,0,17518.39,5.482
A,1,0,12055.56,3.205
A,1,0,12649.48,3.327
A,0,0,10821.19,3.507
A,0,0,10490.07,5.259
A,0,0,20428.65,5.639
A,1,1,6319.12,4.053
A,1,1,5649.29,4.078
A,1,0,5439.51,4.896
A,1,0,68632.65,5.052
A,0,0,20420.09,5.964
A,1,1,17044.69,2.273
A,0,0,5732.97,4.23
A,1,0,21997.27,2.598
A,1,0,12170.17,4.124
A,1,0,15856.51,3.861
A,0,0,6116.25,4.13
A,0,0,15187.3,3.0
A,0,0,9517.93,1.969
A,0,0,7240.97,1.058
A,0,0,24035.45,4.003
A,0,0,3904.3,3.553
A,1,0,20990.41,3.186
A,1,0,23100.02,6.184
A,1,0,6609.64,2.911
A,0,0,6930.85,6.325
A,0,0,11176.62,6.636
A,1,0,16741.22,1.274
A,0,0,11821.98,4.339
A,0,0,18898.73,3.6
A,1,0,54741.85,-0.168
A,1,0,8900.18,2.033
A,0,0,3387.53,5.362
A,1,0,25867.4,7.229
A,0,0,51361.89,5.554
A,1,0,18291.92,4.685
A,0,0,5595.96,4.168
A,0,0,12099.1,6.724
A,0,0,5459.88,7.422
A,1,0,22343.36,3.32
A,0,0,4532.22,1.2
A,0,0,10508.05,1.053
A,1,1,5982.12,6.183
A,0,0,14786.35,4.129
A,1,0,9965.92,4.475
A,1,0,15389.02,1.514
A,1,0,13600.75,3.07
A,1,0,6067.32,3.757
A,1,0,22059.57,4.512
A,0,0,12848.57,3.602
A,1,0,6058.25,2.644
A,0,0,80237.1,3.023
A,1,0,19558.09,6.012
A,1,0,11818.15,4.567
A,1,0,41446.7,5.118
A,0,0,58305.55,2.852
A,1,0,11893.18,-0.231
A,0,0,17639.89,3.415
A,0,0,6060.8,2.9
A,1,0,11875.66,4.724
A,1,0,11392.95,9.129
A,1,0,15488.63,5.243
A,0,0,17434.54,8.304
A,1,0,20907.49,5.053
A,0,0,16157.09,3.255
A,1,0,5071.57,4.722
A,0,0,6305.81,6.871
A,0,0,8628.91,6.944
A,0,0,10659.51,3.337
A,1,0,30965.2,4.58
A,0,0,5269.28,2.056
A,1,0,10037.35,5.437
A,1,0,28635.65,6.53
A,0,0,10510.16,4.26
A,0,0,19309.11,3.199
A,0,0,11948.56,4.74
A,0,0,16406.4,4.826
A,1,0,11128.02,4.322
A,1,0,22780.32,4.468
A,0,0,3881.41,3.939
A,1,0,9990.11,5.694
A,1,0,16937.04,5.304
A,1,0,20474.92,2.725
A,1,0,44106.48,2.684
A,1,0,9771.06,3.818
A,1,0,43633.71,5.305
A,1,0,7885.5,4.422
A,1,1,38673.78,3.235
A,0,0,25693.0,4.592
A,1,0,6433.24,3.704
A,1,0,17079.45,5.521
A,0,0,12823.2,4.7
A,1,0,22036.77,3.727
A,0,0,11174.42,4.547
A,0,0,10448.39,6.173
A,1,0,39945.67,3.346
A,1,0,12345.21,4.804
A,0,0,25877.73,4.094
A,0,0,11155.84,4.84
A,1,0,50682.23,3.218
A,1,0,7764.62,4.366
A,1,0,8173.77,5.862
A,0,0,45234.43,2.794
A,1,0,9358.52,2.206
A,0,0,48091.44,2.263
A,0,0,27268.09,2.444
A,1,0,11805.02,5.093
A,1,0,3131.81,2.091
A,1,0,13154.84,3.753
A,1,0,14491.3,5.127
A,1,0,33988.39,4.825
A,1,0,47608.08,3.622
A,0,0,7723.4,4.486
A,1,0,25360.43,4.361
A,1,0,24644.81,3.864
A,0,0,31531.12,3.884
A,0,0,19909.49,7.553
A,0,0,2824.26,5.414
A,0,0,11797.73,7.921
A,1,0,5299.85,3.455
A,1,0,11360.7,4.073
A,0,0,29260.78,2.202
A,0,0,17053.67,2.986
A,1,1,33472.27,7.053
A,0,0,17560.43,3.417
A,1,0,4728.39,7.079
A,1,0,1778.14,2.335
A,1,0,15048.7,2.62
A,1,0,11258.28,3.688
A,1,0,6114.65,4.104
A,1,0,3427.2,5.585
A,0,0,7422.01,4.876
A,1,0,11434.69,3.576
A,1,0,22758.69,4.0
A,0,0,15535.84,3.721
A,0,0,48361.23,2.828
A,0,0,5834.34,2.868
A,0,0,27033.91,5.742
A,0,0,13874.93,1.458
A,1,0,23288.97,6.626
A,1,0,9421.86,3.686
A,1,0,31487.45,3.041
A,1,0,16918.78,5.31
A,1,0,7757.72,6.428
A,0,0,13231.83,5.876
A,1,0,11029.79,4.953
A,1,0,19758.57,5.83
A,1,0,5198.78,1.625
A,0,0,13049.68,3.417
A,1,0,18329.11,2.833
A,0,0,13717.38,6.037
A,1,0,39243.97,3.625
A,1,0,24815.36,5.468
A,1,0,13280.01,5.004
A,0,0,15888.51,2.907
A,1,1,16924.75,3.32
A,0,0,18446.68,6.141
A,1,0,3100.98,3.037
A,1,0,10496.31,4.387
A,0,0,4074.28,3.026
A,0,0,37146.5,3.729
A,0,0,12724.96,4.131
A,0,0,11445.22,3.026
A,0,0,27376.43,2.759
A,0,0,18729.59,4.629
A,0,0,5415.89,2.933
A,0,0,12623.0,2.984
A,0,0,10217.59,2.791
A,1,0,3308.91,4.083
A,0,0,7690.79,5.616
A,1,0,11535.31,6.46
A,0,0,12185.95,3.111
A,0,0,4081.48,7.425
A,1,1,33568.13,2.693
A,0,0,12311.85,5.825
A,1,0,13767.18,3.117
A,1,0,18407.5,2.894
A,0,0,7112.0,3.083
A,1,0,19246.51,4.121
A,0,0,9960.08,5.07
A,0,0,6520.66,5.205
A,1,0,21136.53,2.784
A,1,0,44061.39,2.716
A,1,0,23857.73,2.825
A,1,0,27955.86,4.033
A,0,0,8808.7,3.885
A,0,0,3721.58,2.775
A,1,0,44007.27,4.604
A,0,0,69120.86,7.594
A,1,0,45901.15,3.443
A,0,0,10212.54,3.55
A,1,0,5304.4,5.039
A,0,0,5695.63,3.362
A,1,0,3473.83,5.203
A,0,0,12260.0,3.122
A,1,0,48268.88,6.948
A,0,0,11928.31,4.717
A,0,0,17015.13,3.27
A,1,0,40154.01,3.317
A,0,0,9669.42,3.429
A,0,0,68079.07,6.259
A,1,0,65753.98,2.297
A,1,0,12029.42,3.198
A,0,0,8416.7,3.358
A,1,0,23336.89,4.176
A,1,0,10117.08,3.793
A,1,0,5296.26,1.963
A,0,0,37234.5,3.6
A,1,0,35353.69,4.051
A,0,0,15129.61,3.258
A,0,0,4864.45,5.23
A,0,0,4995.93,5.579
A,0,0,14556.36,4.082
A,1,0,8956.22,4.546
A,0,0,10169.27,0.958
A,1,0,30259.65,3.568
A,1,0,24017.63,5.707
A,1,0,40235.87,3.565
A,1,1,6048.11,3.094
A,0,0,10152.21,7.617
A,0,0,24518.55,6.929
A,1,0,19119.47,4.901
A,1,0,45519.87,5.908
A,0,0,18702.82,0.861
A,1,0,58599.84,3.019
A,1,0,20578.75,3.495
A,1,0,31248.73,3.846
A,0,0,10313.28,3.465
A,0,0,13513.3,0.375
A,1,0,27688.03,4.779
A,1,0,48551.61,5.015
A,0,0,23942.0,6.603
A,0,0,12499.73,3.018
A,1,0,40209.88,2.895
A,0,0,2313.27,0.18
A,1,0,4282.16,3.76
A,1,1,23047.38,5.552
A,0,0,13511.37,3.282
A,1,0,21685.76,7.415
A,0,0,14066.14,3.815
A,1,0,21094.27,4.42
A,1,0,6963.78,2.155
A,0,0,21086.51,4.631
A,1,0,29600.06,1.231
A,0,0,35469.93,5.241
A,1,1,66892.59,5.287
A,1,0,16240.75,6.239
A,1,0,16632.75,2.67
A,0,0,3949.97,4.441
A,1,0,8733.06,5.046
A,0,0,11447.59,4.863
A,1,0,30953.94,2.902
A,0,0,8194.34,0.612
A,1,0,25262.39,4.72
A,0,0,13342.41,3.971
A,0,0,11594.26,3.35
A,0,0,16303.18,5.346
A,0,0,9770.03,4.133
A,0,0,9478.39,2.221
A,0,0,3415.81,1.303
A,1,0,10955.94,2.507
A,1,0,9099.96,7.79
A,0,0,8841.53,5.284
A,1,1,18648.08,4.483
A,0,0,22627.14,3.928
A,1,1,16086.82,3.829
A,1,0,29623.76,5.951
A,1,0,21172.31,3.464
A,0,0,10550.78,5.065
A,1,0,9225.39,3.677
A,1,0,17158.65,7.11
A,1,0,21141.93,5.313
A,1,0,40875.06,6.068
A,1,0,34646.03,3.323
A,1,0,8663.05,5.787
A,0,0,12312.8,3.731
A,1,0,22852.46,4.365
A,1,0,31394.82,6.653
A,1,0,28315.81,2.636
A,1,0,12694.17,4.505
A,1,0,4898.98,4.857
A,1,0,6008.02,4.98
A,1,0,16615.76,3.524
A,1,0,17567.05,7.329
A,0,0,5547.24,2.258
A,0,0,13844.67,6.388
A,0,0,22136.42,6.023
A,1,0,5318.88,7.051
A,1,0,32337.98,1.818
A,1,1,9877.11,2.897
A,1,0,36537.36,6.438
A,0,0,8718.81,1.384
A,1,0,5876.4,1.79
A,1,1,9260.29,3.468
A,1,0,12380.54,4.488
A,0,0,9790.97,6.588
A,1,0,11239.6,3.922
A,1,0,17451.35,3.288
A,1,0,11649.94,4.667
A,1,0,12671.49,4.904
A,1,0,3403.7,4.862
A,1,0,18276.26,3.933
A,1,0,12439.56,1.267
A,1,1,48447.42,2.824
A,1,0,6300.27,6.33
A,1,0,3144.35,4.481
A,1,0,21904.66,3.716
A,0,0,17627.61,5.877
A,0,0,5962.55,2.505
A,1,0,3929.24,3.862
A,1,0,45702.92,4.407
A,1,0,41410.44,3.538
A,0,0,1826.28,4.351
A,0,0,9259.65,3.918
A,1,0,50582.13,2.101
A,0,0,9128.44,4.472
A,1,0,9022.8,2.207
A,1,1,10655.09,4.448
A,0,0,5449.52,6.261
A,0,0,3415.84,3.778
A,0,0,31009.16,2.443
A,0,0,3058.41,4.01
A,1,0,16282.03,2.952
A,0,0,27153.56,5.092
A,1,0,4183.98,3.978
A,0,0,6377.84,6.765
A,1,0,35261.37,5.944
A,0,0,20461.77,3.97
A,1,0,8153.25,5.273
A,0,0,34954.38,3.61
A,1,0,35074.46,4.251
A,0,0,16568.23,3.658
A,1,0,6502.04,5.35
A,1,0,9597.34,6.349
A,1,0,16799.58,5.398
A,1,0,11488.76,5.583
A,0,0,28315.53,5.585
A,1,0,3929.16,5.027
A,0,0,4042.38,2.491
A,1,0,15439.69,6.751
A,1,0,9016.08,6.907
A,0,0,8089.81,3.849
A,0,0,3247.22,3.644
A,1,0,13570.27,5.119
A,1,0,12807.62,5.026
A,0,0,22534.06,3.897
A,1,0,14116.86,2.325
A,0,0,12015.07,4.659
A,0,0,34255.43,5.027
A,0,0,4675.2,5.289
A,1,1,20519.1,4.724
A,0,0,3508.99,3.793
A,1,1,6831.57,5.691
A,1,0,5063.81,4.299
A,1,0,24973.09,3.503
A,1,0,12678.61,3.929
A,0,0,13216.18,1.581
A,0,0,5511.62,3.927
A,0,0,10511.71,5.233
A,1,0,7253.42,4.71
A,1,1,18156.14,6.481
A,1,0,6045.85,3.806
A,0,0,38709.31,4.931
A,1,0,3496.56,5.389
A,0,0,7007.84,7.714
A,1,0,51111.28,4.417
A,1,0,9432.24,2.634
A,0,0,4666.18,5.472
A,1,0,15918.82,6.999
A,0,0,9133.34,3.716
A,0,0,6845.21,5.462
A,1,0,5559.72,6.043
A,1,0,122357.07,5.726
A,1,0,10924.45,4.388
A,0,0,2862.77,3.152
A,1,0,44133.21,4.078
A,0,0,21782.38,4.888
A,0,0,7236.02,5.562
A,0,0,6332.84,4.701
A,1,0,22897.39,3.63
A,0,0,10965.02,5.033
A,0,0,2861.83,5.49
A,1,0,55814.67,4.769
A,1,0,9440.91,2.946
A,0,0,44199.0,3.928
A,1,0,37151.07,5.622
A,0,0,5998.07,2.125
A,1,0,30532.65,1.06
A,1,0,7933.47,6.462
A,0,0,3000.82,4.967
A,1,0,9512.11,5.11
A,1,1,18363.31,2.585
A,1,0,9226.28,5.306
A,1,0,10450.04,4.613
A,1,0,33351.33,1.824
A,1,0,14547.8,6.336
A,0,0,6804.65,4.438
A,1,0,23426.53,3.606
A,0,0,15648.66,3.633
A,1,1,1777.06,1.177
A,0,0,18820.13,5.09
A,1,0,18278.17,4.593
A,0,0,13576.52,3.909
A,1,0,27265.04,6.118
A,1,0,7801.61,2.124
A,1,0,17486.77,3.305
A,1,0,3814.0,2.925
A,1,0,18502.71,3.782
A,1,0,63732.36,4.301
A,0,0,6027.66,4.845
A,1,0,7274.7,3.68
A,1,0,7570.3,2.884
A,1,0,14823.94,6.729
A,0,0,5707.7,7.817
A,1,0,18713.45,4.415
A,1,0,26303.89,3.065
A,1,1,20485.61,6.413
A,0,0,3246.29,2.03
A,0,0,29617.9,3.698
A,1,0,28279.54,3.156
A,0,0,25955.25,2.461
A,0,0,18002.64,3.78
A,1,0,15933.06,2.904
A,0,0,30513.1,4.219
A,1,0,62243.59,4.241
A,1,0,6232.72,3.268
A,1,0,31650.22,3.644
A,1,1,12469.32,3.854
A,1,1,12043.27,5.415
A,0,0,3907.98,3.977
A,1,0,10637.79,5.437
A,1,0,6016.06,5.079
A,1,0,9218.03,5.057
A,0,0,5549.43,6.282
A,1,1,9328.91,2.521
A,1,0,9653.85,3.49
A,1,0,14434.9,6.845
A,1,0,3670.93,3.814
A,0,0,4203.13,-0.023
A,0,0,17845.94,3.896
A,1,0,7058.94,4.402
A,0,0,31559.31,0.274
A,0,0,15997.95,6.201
A,0,0,21707.43,3.129
A,1,1,41297.36,4.693
A,1,0,10427.81,3.861
A,1,0,8437.24,2.267
A,0,0,26832.31,2.594
A,1,0,20082.64,2.797
A,1,0,11500.38,5.829
A,1,0,40666.76,3.979
A,0,0,11273.44,3.417
A,1,0,13714.64,2.798
A,0,0,13588.49,5.994
A,0,0,6325.38,6.396
A,1,1,14215.22,5.977
A,0,0,40839.63,4.939
A,1,0,19071.96,4.635
A,0,0,13695.89,2.376
A,1,0,11737.99,3.831
A,0,0,17408.15,3.174
A,0,0,24338.47,1.462
A,0,0,21750.48,5.786
A,0,0,10244.62,3.156
A,1,0,17323.6,5.994
A,1,0,19613.08,5.523
A,0,0,5968.46,5.035
A,1,0,15284.35,5.119
A,1,0,2370.74,3.277
A,0,0,19653.82,6.987
A,0,0,22658.14,4.265
A,0,0,24295.27,4.653
A,1,0,9739.67,3.226
A,0,0,17106.91,2.803
A,1,0,41737.83,4.916
A,0,0,41399.15,4.526
A,1,0,13051.55,3.016
A,0,0,14934.9,2.042
A,0,0,32491.34,2.295
A,1,0,4021.29,5.994
A,0,0,10316.91,3.28
A,1,0,38888.6,3.692
A,0,0,29148.55,6.376
A,0,0,17951.18,2.517
A,1,1,4005.14,3.11
A,0,0,12836.81,3.047
A,0,0,8333.74,6.627
A,1,0,17410.54,7.19
A,1,0,6992.01,5.327
A,0,0,5880.64,5.375
A,0,0,2560.88,3.329
A,0,0,35505.53,7.121
A,0,0,9702.93,4.602
A,1,0,15149.41,5.48
A,0,0,13335.83,4.042
A,1,0,5687.65,3.798
A,1,0,4879.26,6.695
A,1,0,5977.44,5.01
A,1,0,7491.06,6.377
A,1,1,17913.05,4.583
A,1,0,7068.66,2.927
A,0,0,54024.48,3.325
A,1,0,30385.5,4.354
A,1,0,25506.48,3.26
A,1,0,12140.14,2.539
A,1,0,44865.51,6.002
A,1,0,11221.6,3.383
A,1,0,13029.76,4.407
A,1,0,15305.69,4.644
A,0,0,23422.64,3.318
A,1,0,22237.3,6.376
A,1,0,9135.29,2.524
A,1,0,8722.01,4.592
A,0,0,22290.65,4.569
A,1,0,23675.34,4.119
A,1,0,9752.89,2.255
A,1,0,3752.77,5.506
A,1,0,11317.97,5.315
A,1,0,22000.5,3.187
A,1,0,56632.23,5.261
A,1,0,5123.71,4.762
A,1,0,9497.11,2.279
A,1,0,9783.74,2.919
A,0,0,39523.25,5.907
A,0,0,12991.45,4.664
A,0,0,6464.87,3.354
A,0,0,20888.55,2.912
A,1,0,9665.22,3.427
A,1,0,5016.51,3.533
A,1,0,6540.58,2.931
A,0,0,53489.12,1.587
A,0,0,18167.1,5.91
A,1,0,14562.54,5.656
A,0,0,10938.95,2.29
A,1,0,16877.2,4.404
A,0,0,16717.12,2.847
A,1,0,16877.47,3.808
A,1,0,14645.32,3.683
A,1,0,26770.04,3.558
A,1,0,13608.96,7.204
A,1,0,6109.8,3.54
A,1,0,8185.03,2.988
A,0,0,2742.94,3.056
A,1,0,67606.11,5.766
A,1,0,26640.92,1.722
A,1,0,6877.04,3.056
A,0,0,10662.88,6.37
A,1,1,8026.46,4.566
A,1,0,45891.62,4.488
A,1,1,4290.24,7.398
A,1,1,14641.0,4.57
A,0,0,12248.73,3.138
A,1,0,25886.35,3.777
A,1,0,12293.09,2.497
A,0,0,3272.9,6.084
A,1,0,10928.24,5.062
A,1,0,6138.1,5.887
A,1,0,14237.91,6.019
A,0,0,42080.58,3.579
A,1,0,3322.46,2.783
A,0,0,7043.23,4.122
A,1,0,8585.63,2.891
A,1,0,9844.77,4.447
A,0,0,24151.47,5.898
A,0,0,11627.92,3.948
A,1,0,18632.12,4.425
A,0,0,8098.07,4.059
A,0,0,16057.63,5.404
A,1,0,24890.42,3.198
A,1,0,7436.54,0.905
A,1,0,24961.41,4.906
A,1,0,13931.37,5.682
A,0,0,30833.84,4.87
A,0,0,11371.48,3.24
A,1,0,18124.06,2.497
A,1,0,12932.71,4.942
A,0,0,12370.01,4.412
A,1,0,16434.6,4.011
A,0,0,20525.97,6.934
A,1,0,4916.48,2.78
A,0,0,42062.29,6.863
A,1,1,3017.76,4.248
A,0,0,7724.48,1.447
A,1,0,12389.25,3.931
A,1,0,18580.81,5.639
A,1,0,47142.87,3.652
A,0,0,3021.07,1.988
A,0,0,8900.34,3.953
A,1,0,2437.02,2.914
A,1,0,13702.01,4.938
A,1,0,16603.14,5.36
A,0,0,47697.61,2.616
A,1,0,14713.31,3.141
A,1,0,30798.46,5.335
A,1,0,21312.94,2.912
A,1,0,9431.42,2.577
A,1,0,4327.87,2.432
A,1,0,16647.28,4.728
A,0,0,4049.38,4.664
A,1,0,37652.92,3.174
A,0,0,11735.23,4.208
A,1,0,34757.2,6.491
A,1,0,9098.17,2.739
A,0,0,16565.55,1.272
A,0,0,15795.48,4.883
A,0,0,12886.88,4.034
A,1,0,9450.97,3.135
A,1,1,18287.35,5.178
A,0,0,6368.18,5.459
A,1,0,5076.88,0.888
A,1,0,36107.7,3.221
A,1,0,23902.41,7.676
A,1,0,14082.85,5.075
A,0,0,50620.6,5.214
A,1,0,10783.66,5.959
A,1,0,38490.34,4.226
A,1,0,15374.4,5.395
A,1,0,5885.22,5.277
A,1,0,58596.61,5.009
A,1,0,29512.49,3.717
A,1,1,12126.92,4.458
A,0,0,23902.47,3.317
A,1,1,9672.45,4.219
A,1,0,25934.24,2.447
A,0,0,1972.66,3.014
A,0,0,5908.57,3.777
A,1,0,29243.36,2.784
A,1,0,10941.03,3.442
A,1,0,15772.67,3.954
A,0,0,4548.58,4.803
A,0,0,58588.49,5.624
A,0,0,34628.2,3.504
A,1,0,11378.17,6.203
A,0,0,9664.78,5.608
A,1,0,30445.2,4.956
A,1,0,65249.68,4.43
A,1,0,28652.85,4.679
A,0,0,75920.51,5.981
A,1,0,6387.63,6.035
A,0,0,6936.07,6.202
A,1,0,5160.8,4.262
A,1,1,19023.08,5.032
A,1,0,15374.77,6.215
A,1,0,11830.53,3.264
A,0,0,25524.83,3.722
A,1,0,35805.72,4.224
A,0,0,3942.1,5.549
A,0,0,8286.83,5.573
A,0,0,25748.07,3.854
A,1,0,9189.43,1.937
A,1,0,7054.6,4.569
A,1,0,30176.84,2.823
A,0,0,4761.89,1.965
A,0,0,10495.86,2.304
A,1,0,17377.22,4.69
A,0,0,8441.74,6.242
A,1,0,24997.34,4.258
A,0,0,8475.19,4.517
A,1,1,41228.94,5.974
A,0,0,12081.17,1.883
A,1,0,22857.08,4.98
A,0,0,24265.7,4.183
A,0,0,8086.64,5.049
A,0,0,2584.3,3.475
A,1,0,17829.41,2.973
A,1,0,14155.11,4.411
A,1,0,20840.65,6.674
A,1,0,11145.35,5.491
A,1,0,9467.86,3.438
A,0,0,66621.22,2.189
A,1,0,4113.86,1.677
A,1,0,24032.45,6.174
A,1,1,8436.46,2.767
A,1,0,10212.6,3.712
A,1,0,10366.32,6.182
A,1,0,7025.16,1.779
A,0,0,21098.97,6.438
A,1,0,40640.28,3.82
A,0,0,19457.95,2.477
A,0,0,14511.63,3.829
A,1,0,6068.38,3.116
A,0,0,20200.45,4.861
A,1,0,74987.72,3.228
A,0,0,9852.14,1.333
A,1,0,9889.34,3.869
A,0,0,8528.16,2.165
A,0,0,9031.45,4.506
A,0,0,1485.88,2.419
A,0,0,18472.31,3.468
A,1,1,6792.39,4.474
A,1,0,3684.13,3.881
A,1,0,24405.21,4.576
A,1,0,5621.68,5.22
A,0,0,10189.01,2.463
A,1,0,43180.92,4.103
A,0,0,4326.99,-0.794
A,0,0,3920.29,4.571
A,0,0,16571.59,3.749
A,1,0,33509.69,2.725
A,0,0,3791.54,4.674
A,0,0,18511.58,5.959
A,1,0,21264.61,3.486
A,1,0,2572.6,2.783
A,0,0,25306.11,4.448
A,1,0,26937.77,2.197
A,1,0,10410.51,3.209
A,1,0,36383.73,6.034
A,1,0,33162.15,4.293
A,1,0,14508.56,1.381
A,1,0,9309.99,1.505
A,1,0,6134.83,4.443
A,1,0,12964.23,5.494
A,0,0,21074.25,1.774
A,1,0,10307.82,4.875
A,0,0,2303.07,6.196
A,1,0,36863.28,7.032
A,1,0,15555.64,4.697
A,1,1,9860.58,4.96
A,1,0,26521.92,1.0
A,1,0,45238.82,7.35
A,0,0,1420.08,3.337
A,1,0,18909.33,2.8
A,1,0,4267.06,3.817
A,0,0,19916.19,6.468
A,1,0,14799.4,7.512
A,1,0,22216.29,4.388
A,0,0,8960.68,5.697
A,1,0,2985.16,4.265
A,1,0,9318.02,2.643
A,0,0,18499.11,6.415
A,1,0,30101.01,3.267
A,0,0,5231.93,6.503
A,0,0,30383.3,6.148
A,1,0,7956.16,5.121
A,1,0,17853.59,6.943
A,1,0,8884.69,7.549
A,1,1,15455.75,3.937
A,1,0,27268.9,2.987
A,0,0,5005.98,1.404
A,1,0,7754.86,7.567
A,1,0,15490.31,3.54
A,0,0,91241.67,5.903
A,0,0,6697.22,3.088
A,1,0,68330.2,6.507
A,1,0,66405.73,3.15
A,0,0,12359.14,2.412
A,1,0,10524.68,3.887
A,1,1,7679.79,3.402
A,1,0,12650.32,5.094
A,0,0,4335.64,4.123
A,1,0,12569.25,5.142
A,1,0,44245.29,3.763
A,1,0,8193.79,3.202
A,1,0,11019.49,3.325
A,0,0,3425.79,7.267
A,0,0,18020.22,4.538
A,0,0,16507.75,1.224
A,1,0,14058.21,3.42
A,1,0,11232.18,4.345
A,1,1,10570.2,6.968
A,1,0,19960.69,5.743
A,1,0,13055.26,2.817
A,0,0,17188.18,7.828
A,1,1,15866.83,4.153
A,1,0,32818.31,6.069
A,1,0,22961.98,2.467
A,1,0,15588.51,0.603
A,1,0,45014.4,2.087
A,0,0,18698.8,-0.676
A,0,0,37947.93,7.368
A,0,0,21710.56,4.522
A,1,0,3060.9,2.813
A,1,0,37944.04,4.879
A,1,0,14885.47,4.484
A,1,0,12815.83,5.131
A,0,0,16732.01,6.014
A,1,0,10137.67,3.765
A,1,0,16020.48,2.88
A,1,0,8320.68,5.442
A,1,0,37027.56,5.403
A,0,0,12199.25,4.351
A,1,0,9837.26,7.466
A,1,0,6374.49,3.543
A,1,1,16564.56,2.85
A,1,0,15516.91,4.827
A,0,0,18228.47,3.188
A,0,0,5873.46,4.943
A,0,0,3710.99,2.95
A,0,0,22036.89,3.6
A,1,0,43814.21,7.036
A,0,0,5877.68,3.592
A,1,0,47645.96,3.002
A,1,0,16766.34,5.956
A,0,0,13284.45,2.623
A,1,0,9720.2,3.161
A,0,0,4413.33,5.065
A,1,0,29442.16,5.608
A,0,0,7183.31,6.031
A,0,0,7159.21,3.079
A,0,0,29541.2,5.094
A,0,0,2961.98,3.501
A,1,0,3948.62,3.292
A,1,0,13167.31,6.005
A,1,0,16892.54,3.376
A,1,0,19688.46,4.617
A,0,0,10494.02,4.433
A,1,0,101143.52,2.594
A,0,0,11133.19,5.649
A,1,0,11107.45,5.04
A,1,0,7061.49,1.221
A,0,0,14751.87,4.616
A,1,0,21850.28,3.041
A,1,0,34991.57,5.846
A,1,0,4058.52,2.032
A,0,0,10973.12,3.665
A,0,0,19098.46,4.743
A,1,0,21367.92,4.282
A,1,0,13429.9,5.344
A,1,0,20618.4,1.922
A,0,0,6994.15,6.678
A,0,0,46458.95,4.988
A,1,0,29557.79,6.24
A,1,0,4555.35,5.511
A,1,0,5652.86,4.183
A,0,0,5781.76,2.274
A,0,0,22979.92,3.355
A,1,0,4780.1,6.584
A,1,1,10251.51,6.278
A,1,1,19221.09,3.271
A,0,0,12670.95,-0.027
A,1,0,16434.04,3.881
A,0,0,5695.08,3.768
A,0,0,21501.62,3.825
A,1,0,8179.86,4.993
A,1,0,10304.17,5.514
A,1,1,16158.24,5.685
A,1,0,14508.1,4.869
A,0,0,13618.49,1.499
A,0,0,7328.3,3.688
A,1,1,10512.92,7.656
A,1,0,13383.08,4.761
A,0,0,4446.76,4.752
A,0,0,9227.78,4.739
A,1,0,18217.61,4.823
A,0,0,4808.07,0.625
A,1,0,33700.41,3.841
A,1,0,36889.81,4.143
A,0,0,4933.87,6.122
A,0,0,39580.65,4.272
A,0,0,11910.01,1.73
A,1,0,18672.58,4.845
A,1,1,8979.32,2.994
A,0,0,27957.36,2.375
A,1,0,18487.96,2.949
A,1,0,6965.17,5.014
A,1,0,5259.75,6.088
A,1,0,4153.71,4.924
A,1,0,15527.27,5.148
A,0,0,21120.03,4.91
A,1,0,22488.8,4.352
A,1,0,12156.45,5.245
A,1,0,5294.39,0.572
A,0,0,7741.42,4.367
A,0,0,33586.48,2.633
A,1,0,9066.1,5.944
A,0,0,14983.94,3.979
A,0,0,5650.39,4.246
A,0,0,17487.93,1.942
A,0,0,9263.64,5.725
A,1,0,30864.75,5.141
A,0,0,24806.13,5.035
A,1,0,8986.11,2.98
A,0,0,12072.3,3.04
A,0,0,8596.47,4.535
A,0,0,4291.77,3.158
