application_id,group,approved,defaulted,loan_size,processing_time
837,B,True,False,29731.93,48.2
838,A,True,False,13825.3,60.2
839,B,True,False,8487.21,40.5
840,B,True,False,12779.81,54.6
841,B,False,False,0.0,30.4
842,A,True,True,11056.16,28.3
843,A,False,False,0.0,36.6
844,A,True,False,7245.01,74.5
845,A,True,False,19132.14,48.0
846,B,True,False,18434.66,73.3
847,A,False,False,0.0,49.5
848,B,False,False,0.0,28.0
849,B,False,False,0.0,19.8
850,B,True,False,7790.58,41.6
851,A,True,True,11413.17,61.3
852,A,True,False,4241.1,40.1
853,A,True,False,21822.89,50.4
854,B,True,False,8027.74,36.7
855,B,True,False,8633.22,86.8
856,A,True,True,11849.91,28.2
857,A,True,False,12051.0,82.3
858,A,True,False,12172.21,49.9
859,B,True,False,6558.27,90.2
860,B,False,False,0.0,58.9
861,B,False,False,0.0,59.7
862,B,True,False,19026.67,40.3
863,B,True,True,19335.65,60.2
864,B,True,False,5945.64,49.1
865,B,True,False,6478.92,101.6
866,B,True,False,30071.9,34.8
867,A,True,False,6769.98,39.3
868,B,True,True,18165.63,35.7
869,A,True,False,26705.98,51.4
870,B,True,True,22046.74,66.0
871,A,True,False,7644.53,26.9
872,A,True,True,17687.81,16.7
873,A,True,False,8644.25,27.9
874,B,False,False,0.0,25.0
875,B,True,False,26951.31,30.6
876,B,True,False,14090.02,79.4
877,B,True,True,10609.34,65.0
878,A,False,False,0.0,22.6
879,A,False,False,0.0,34.4
880,A,True,False,9853.15,67.3
881,A,True,False,22831.17,51.2
882,A,True,False,18071.45,68.9
883,A,True,False,16818.24,37.2
884,B,False,False,0.0,23.6
885,A,False,False,0.0,68.1
886,A,True,False,33947.05,64.9
887,B,False,False,0.0,26.4
888,B,True,False,8041.26,51.3
889,A,True,False,16519.32,57.2
890,B,False,False,0.0,34.6
891,B,True,False,12997.63,110.7
892,B,True,False,12815.13,58.3
893,B,True,False,8946.19,41.2
894,B,True,False,8336.44,67.8
895,B,True,False,36747.27,25.1
896,B,True,False,10802.29,43.3
897,A,False,False,0.0,61.8
898,B,True,False,4577.21,29.4
899,B,True,False,5378.69,32.6
900,B,True,False,17057.26,55.1
901,A,False,False,0.0,42.6
902,B,True,False,16254.29,70.0
903,B,False,False,0.0,49.1
904,B,True,False,18434.28,43.1
905,B,False,False,0.0,31.3
906,A,True,False,18671.32,70.6
907,B,False,False,0.0,27.3
908,A,True,True,14023.51,53.8
909,B,True,False,8224.01,72.6
910,B,True,False,14337.72,102.9
911,A,True,False,12388.73,21.2
912,A,True,False,4753.99,58.7
913,A,False,False,0.0,20.3
914,A,True,False,5008.26,51.7
915,B,True,False,13637.7,66.7
916,A,True,False,10603.53,40.8
917,B,True,True,14837.34,55.0
918,B,True,False,8029.54,34.4
919,B,True,False,42083.3,18.1
920,A,True,False,24924.04,68.2
921,B,False,False,0.0,33.9
922,A,True,False,24055.88,64.6
923,A,True,False,10207.63,86.0
924,A,True,False,4577.19,33.9
925,B,False,False,0.0,42.9
926,B,True,False,9636.39,29.5
927,B,True,False,16111.43,78.4
928,B,True,False,3910.34,72.7
929,A,True,False,14264.15,58.5
930,A,True,False,18917.0,59.0
931,A,True,False,11584.78,91.1
932,B,False,False,0.0,23.5
933,A,True,False,19261.0,63.9
934,A,True,False,6950.57,42.5
935,A,True,False,17491.69,65.9
936,A,True,False,23728.97,58.2
937,B,True,False,24861.51,43.9
938,B,False,False,0.0,20.1
939,A,True,False,14834.45,40.9
940,B,False,False,0.0,41.8
941,B,True,True,6784.11,101.3
942,B,False,False,0.0,32.1
943,B,False,False,0.0,37.8
944,A,False,False,0.0,44.8
945,A,True,False,13608.8,78.3
946,A,True,True,9246.86,38.7
947,A,True,False,8833.74,108.3
948,A,True,False,11554.65,36.6
949,A,True,True,28490.53,60.6
950,A,True,False,17409.71,61.6
951,B,False,False,0.0,33.6
952,B,True,False,10041.13,61.2
953,A,False,False,0.0,12.7
954,B,False,False,0.0,30.6
955,A,True,False,11229.42,41.5
956,A,True,True,15298.08,42.7
957,A,True,False,15304.08,84.1
958,A,False,False,0.0,20.0
959,B,True,False,12743.81,38.2
960,B,True,False,9171.96,97.7
961,A,False,False,0.0,27.6
962,A,False,False,0.0,38.8
963,B,False,False,0.0,38.4
964,A,False,False,0.0,22.1
965,B,True,False,7624.3,69.9
966,B,True,False,32412.12,60.8
967,A,True,False,8241.59,60.4
968,A,True,False,9121.81,35.0
969,A,False,False,0.0,40.1
970,B,False,False,0.0,38.7
971,A,True,False,10255.22,59.8
972,A,True,False,28565.7,67.2
973,A,False,False,0.0,16.9
974,A,True,False,8979.14,60.0
975,B,True,False,10156.35,91.1
976,B,True,False,16179.52,51.8
977,B,True,False,17471.57,46.7
978,A,True,False,7888.81,38.6
979,B,True,False,8959.14,37.1
980,B,False,False,0.0,62.0
981,A,True,True,10443.56,72.7
982,A,True,False,15361.93,98.4
983,B,False,False,0.0,31.9
984,B,True,False,18054.53,56.2
985,B,True,False,6964.93,52.2
986,A,True,False,9924.99,26.3
987,B,False,False,0.0,17.6
988,A,True,False,18821.08,127.6
989,B,True,True,13535.02,70.9
990,B,True,False,6079.31,63.7
991,A,True,False,26823.37,52.3
992,A,True,False,17596.81,26.3
993,B,True,False,23194.78,58.8
994,A,True,False,8227.39,25.4
995,B,True,False,12374.93,41.2
996,B,True,True,23022.12,56.5
997,A,False,False,0.0,30.5
998,B,False,False,0.0,17.2
999,B,False,False,0.0,55.4
1000,A,True,False,8155.54,88.6
1001,B,False,False,0.0,53.2
1002,B,True,False,10975.05,51.2
1003,A,True,False,13762.75,39.8
1004,B,True,False,16852.5,30.0
1005,B,True,False,16584.29,31.3
1006,B,True,False,16668.09,55.9
1007,B,True,False,4194.11,36.9
1008,B,True,False,14968.43,46.0
1009,B,True,False,13671.77,83.7
1010,B,False,False,0.0,84.2
1011,B,True,False,27568.24,55.3
1012,A,True,False,8394.38,57.0
1013,B,True,True,31287.02,45.4
1014,B,True,False,13052.3,61.6
1015,A,True,False,11551.03,61.3
1016,A,True,False,26169.63,57.9
1017,A,True,False,5731.75,39.4
1018,B,True,False,21158.01,57.6
1019,B,False,False,0.0,35.6
1020,B,True,False,25787.75,90.3
1021,B,True,True,24007.02,48.6
1022,B,True,False,24474.34,46.0
1023,A,False,False,0.0,53.0
1024,B,True,False,12918.97,36.4
1025,A,False,False,0.0,62.0
1026,A,True,False,15326.56,37.1
1027,B,False,False,0.0,33.2
1028,B,True,False,7553.37,43.1
1029,B,False,False,0.0,55.1
1030,A,False,False,0.0,66.1
1031,A,True,False,19813.78,30.2
1032,B,True,False,7337.21,35.8
1033,B,True,False,15570.65,69.5
1034,B,False,False,0.0,27.1
1035,B,True,False,6365.61,71.4
1036,B,True,False,10978.06,32.0
1037,A,True,False,39523.71,59.3
1038,A,False,False,0.0,25.9
1039,A,True,False,36747.71,25.3
1040,A,False,False,0.0,23.1
1041,A,True,True,37937.32,47.7
1042,A,True,False,6034.87,98.8
1043,A,False,False,0.0,34.4
1044,A,True,False,17534.05,63.6
1045,A,False,False,0.0,58.2
1046,A,True,False,4422.36,34.1
1047,B,False,False,0.0,19.0
1048,A,True,False,16006.06,36.1
1049,B,True,False,25675.3,59.4
1050,B,True,False,8427.85,29.0
1051,A,False,False,0.0,33.0
1052,A,False,False,0.0,21.0
1053,B,True,False,13380.98,30.6
1054,B,True,False,16804.31,43.2
1055,B,True,False,3861.7,51.8
1056,B,False,False,0.0,40.5
1057,B,True,False,19069.8,69.9
1058,B,True,False,18539.4,89.3
1059,A,True,False,50000.0,77.5
1060,A,False,False,0.0,15.8
1061,A,True,False,17148.67,92.9
1062,A,False,False,0.0,14.1
1063,A,True,False,18517.06,53.6
1064,A,True,False,4501.22,41.8
1065,A,False,False,0.0,55.7
1066,B,True,False,20225.42,29.8
1067,A,True,False,10580.12,47.3
1068,B,True,False,19955.22,99.2
1069,A,True,False,8658.98,54.6
1070,A,False,False,0.0,23.9
1071,B,False,False,0.0,60.3
1072,B,True,False,26717.14,50.4
1073,B,False,False,0.0,24.0
1074,A,False,False,0.0,50.1
1075,B,True,False,14765.73,40.4
1076,A,True,False,16903.55,32.3
1077,A,True,False,19985.32,38.0
1078,A,True,False,30538.95,47.0
1079,B,True,False,15156.95,56.2
1080,A,False,False,0.0,20.1
1081,A,True,False,4602.85,100.8
1082,B,True,False,14310.24,45.9
1083,A,True,False,16646.15,48.7
1084,A,False,False,0.0,24.7
1085,B,False,False,0.0,31.1
1086,B,True,False,19703.54,37.9
1087,A,True,False,17554.41,56.8
1088,A,True,False,13567.06,65.5
1089,B,True,False,24306.65,77.5
1090,A,True,False,2975.5,67.3
1091,A,False,False,0.0,18.1
1092,B,True,False,30370.57,69.9
1093,A,True,False,15069.35,49.4
1094,B,True,False,8230.87,33.3
1095,B,True,False,6932.99,48.9
1096,A,False,False,0.0,15.1
1097,A,True,False,8410.99,83.2
1098,A,True,False,13400.57,68.1
1099,A,True,True,5524.15,43.5
1100,B,True,False,4919.68,62.0
1101,A,True,False,8561.19,31.3
1102,A,True,False,7120.89,40.6
1103,B,False,False,0.0,28.8
1104,A,True,False,14924.92,41.6
1105,A,True,False,19983.89,36.6
1106,A,False,False,0.0,63.3
1107,B,True,False,25607.23,52.8
1108,A,True,False,16458.2,39.3
1109,B,True,False,12217.52,44.6
1110,A,False,False,0.0,42.1
1111,A,False,False,0.0,45.7
1112,A,True,False,14241.81,48.3
1113,A,False,False,0.0,19.5
1114,A,True,False,16862.45,39.5
1115,B,True,False,5238.52,87.8
1116,A,True,False,26248.67,51.1
1117,A,False,False,0.0,7.7
1118,B,False,False,0.0,59.6
1119,A,False,False,0.0,40.3
1120,B,True,False,9057.04,120.1
1121,A,True,False,27628.73,63.4
1122,B,True,False,41367.65,40.8
1123,A,True,False,19119.64,104.0
1124,A,True,False,10785.37,70.9
1125,B,True,True,19741.8,92.9
1126,A,False,False,0.0,19.6
1127,B,True,True,15331.62,51.1
1128,B,True,True,15584.41,28.7
1129,B,True,False,11824.94,36.8
1130,A,True,False,43262.2,45.8
1131,B,True,True,21790.16,77.5
1132,B,True,False,10928.47,58.5
1133,A,True,False,24854.75,44.9
1134,A,False,False,0.0,32.1
1135,A,False,False,0.0,25.9
1136,B,True,False,18190.82,57.6
1137,B,True,False,14155.8,42.3
1138,A,False,False,0.0,57.5
1139,A,True,False,36690.93,40.3
1140,A,True,False,15393.71,80.6
1141,B,True,False,18201.34,52.8
1142,B,False,False,0.0,36.2
1143,A,False,False,0.0,54.1
1144,A,True,False,3925.24,56.5
1145,B,True,False,12506.03,29.9
1146,B,True,False,6450.3,46.6
1147,A,True,False,22342.44,42.9
1148,B,True,False,15605.91,66.8
1149,B,False,False,0.0,69.9
1150,A,True,False,26303.8,44.3
1151,B,True,False,13214.44,48.2
1152,B,True,False,20752.73,48.2
1153,B,True,False,8609.99,50.0
1154,B,True,False,8334.63,47.4
1155,A,True,False,10997.99,32.8
1156,A,False,False,0.0,36.2
1157,A,True,False,39090.16,64.2
1158,B,False,False,0.0,16.6
1159,B,True,False,26485.38,53.2
1160,B,True,False,16213.7,35.2
1161,B,False,False,0.0,60.1
1162,B,False,False,0.0,27.6
1163,A,False,False,0.0,62.5
1164,A,True,False,11481.06,46.4
1165,B,False,False,0.0,31.8
1166,B,True,False,13950.05,82.5
1167,A,True,False,20508.25,50.0
1168,A,True,False,9264.09,57.7
1169,A,True,False,7738.74,66.6
1170,B,True,False,12520.24,55.7
1171,A,True,False,14683.58,31.4
1172,B,True,False,8469.99,51.9
1173,A,False,False,0.0,46.3
1174,B,True,False,5525.5,104.3
1175,B,True,False,13744.3,48.4
1176,A,True,False,27077.51,44.8
1177,A,True,False,12338.52,51.5
1178,A,True,False,7380.92,71.1
1179,B,True,True,12480.19,59.4
1180,B,False,False,0.0,29.6
1181,B,False,False,0.0,27.6
1182,B,True,False,6574.01,77.8
1183,B,True,True,10820.87,64.0
1184,A,True,False,17779.71,42.7
1185,B,True,True,5643.54,55.5
1186,A,True,True,5344.66,73.8
1187,A,False,False,0.0,22.7
1188,B,True,False,6320.03,53.7
1189,B,True,False,13768.9,12.9
1190,B,True,False,12714.42,41.1
1191,A,False,False,0.0,40.0
1192,B,True,False,22678.69,44.0
1193,A,True,False,43385.08,33.4
1194,B,True,False,9424.96,83.8
1195,A,True,False,7674.53,40.3
1196,B,True,True,15293.66,86.0
1197,A,False,False,0.0,28.0
1198,A,True,False,16152.68,36.6
1199,B,True,False,12893.68,42.5
1200,A,True,False,4928.64,60.8
1201,A,True,False,10124.27,40.9
1202,A,True,False,16250.92,40.2
1203,B,True,False,15361.77,45.5
1204,A,False,False,0.0,59.4
1205,B,False,False,0.0,39.1
1206,A,False,False,0.0,29.1
1207,A,True,False,14478.42,43.0
1208,A,True,False,15505.51,39.9
1209,A,False,False,0.0,24.2
1210,B,True,False,7760.42,56.0
1211,B,False,False,0.0,57.0
1212,A,False,False,0.0,48.3
1213,B,True,False,22259.06,35.4
1214,B,True,False,11015.24,69.9
1215,B,True,False,6079.67,68.2
1216,B,False,False,0.0,41.9
1217,A,True,False,10266.02,75.6
1218,B,False,False,0.0,52.2
1219,A,True,False,21932.3,98.1
1220,B,True,False,6707.71,43.1
1221,B,True,False,20713.22,41.5
1222,B,False,False,0.0,46.3
1223,B,True,False,14685.0,62.7
1224,A,False,False,0.0,41.3
1225,A,False,False,0.0,39.2
1226,A,True,False,32228.81,80.7
1227,B,False,False,0.0,51.7
1228,B,True,False,16799.29,84.2
1229,B,False,False,0.0,54.7
1230,A,True,False,12090.4,56.7
1231,A,False,False,0.0,44.7
1232,A,True,False,15039.53,44.1
1233,A,True,False,22514.21,34.2
1234,A,False,False,0.0,31.6
1235,B,True,False,22721.27,114.1
1236,B,True,False,17764.7,31.5
1237,A,True,False,4169.49,37.2
1238,B,True,False,9896.29,44.4
1239,A,True,False,36182.09,84.9
1240,A,True,False,26451.23,110.7
1241,B,True,False,3914.26,76.9
1242,A,True,False,10549.51,33.9
1243,B,False,False,0.0,57.7
1244,A,False,False,0.0,44.4
1245,A,False,False,0.0,24.0
1246,B,True,False,18611.32,104.7
1247,B,True,False,26410.43,96.0
1248,A,True,False,19492.73,47.0
1249,B,True,False,4980.95,112.2
1250,B,False,False,0.0,25.6
1251,B,True,False,6818.28,83.9
1252,B,True,False,10888.28,41.5
1253,A,False,False,0.0,22.8
1254,A,False,False,0.0,55.1
1255,A,True,False,11498.5,41.4
1256,B,True,False,20653.7,147.4
1257,B,True,False,6538.29,60.3
1258,A,True,True,6056.22,81.6
1259,B,True,False,4052.26,30.2
1260,A,False,False,0.0,38.2
1261,B,False,False,0.0,24.6
1262,B,True,False,12754.31,26.7
1263,A,True,False,11541.6,48.4
1264,A,True,False,18717.22,45.1
1265,A,False,False,0.0,43.5
1266,A,False,False,0.0,30.5
1267,B,False,False,0.0,16.6
1268,A,True,False,13106.59,56.4
1269,B,True,False,5521.91,39.6
1270,A,True,False,6749.23,55.5
1271,A,True,False,8271.48,61.5
1272,B,True,False,10592.84,68.0
1273,B,True,False,35104.42,48.9
1274,A,True,False,5303.15,47.7
1275,B,True,False,24418.71,39.1
1276,B,False,False,0.0,100.5
1277,B,True,False,5376.27,58.5
1278,B,True,False,9473.9,32.7
1279,B,True,False,21562.54,42.0
1280,A,False,False,0.0,29.6
1281,A,False,False,0.0,15.2
1282,A,True,False,22690.55,68.2
1283,B,True,False,9360.04,29.7
1284,B,True,False,5908.59,42.3
1285,A,True,False,10845.18,55.2
1286,B,False,False,0.0,28.0
1287,A,True,False,10398.14,47.6
1288,A,False,False,0.0,22.1
1289,A,False,False,0.0,20.1
1290,A,True,False,9557.71,38.7
1291,B,True,False,12103.69,46.7
1292,A,False,False,0.0,37.0
1293,B,True,False,45751.86,48.7
1294,B,True,False,5270.32,34.1
1295,B,True,False,20000.57,49.8
1296,B,False,False,0.0,26.4
1297,A,True,False,22109.44,41.1
1298,A,False,False,0.0,21.5
1299,B,True,False,14629.15,69.7
1300,A,True,False,17631.42,74.0
1301,A,False,False,0.0,20.5
1302,A,True,False,11060.27,57.6
1303,B,True,False,50000.0,51.4
1304,B,False,False,0.0,61.0
1305,B,False,False,0.0,45.1
1306,A,True,False,17395.08,72.4
1307,B,True,False,7573.7,36.3
1308,B,True,False,11884.96,59.0
1309,A,False,False,0.0,32.3
1310,A,False,False,0.0,32.2
1311,B,True,False,4403.9,74.7
1312,A,True,True,6916.95,82.1
1313,B,False,False,0.0,43.6
1314,A,True,False,5144.39,51.5
1315,A,True,False,12782.04,30.6
1316,A,True,False,5675.44,75.3
1317,B,True,False,4040.82,39.7
1318,B,False,False,0.0,28.0
1319,B,True,False,36992.94,45.7
1320,A,True,True,8887.75,39.9
1321,B,True,False,36983.71,59.8
1322,B,True,False,35878.61,45.5
1323,A,False,False,0.0,29.8
1324,A,True,False,32976.75,44.5
1325,A,False,False,0.0,19.8
1326,B,True,False,8344.3,53.9
1327,A,False,False,0.0,27.2
1328,A,True,False,10705.65,34.4
1329,A,True,False,13081.05,60.4
1330,A,True,False,2865.34,51.0
1331,A,True,True,7327.61,34.4
1332,B,True,False,14132.26,55.6
1333,A,False,False,0.0,31.2
1334,A,False,False,0.0,21.8
1335,A,True,False,16701.65,62.8
1336,B,True,False,9921.46,76.8
1337,A,True,False,24682.02,31.8
1338,B,True,False,8500.93,46.5
1339,B,True,False,10436.78,30.1
1340,B,True,False,6752.48,51.3
1341,A,True,False,7739.84,52.7
1342,A,True,False,13575.77,59.8
1343,B,True,False,50000.0,67.2
1344,A,True,False,21335.64,34.4
1345,B,False,False,0.0,52.2
1346,B,True,False,21783.19,69.5
1347,A,True,False,29762.88,40.2
1348,A,False,False,0.0,36.1
1349,B,True,False,6083.21,48.4
1350,A,True,False,10780.04,32.0
1351,B,True,True,8402.6,65.9
1352,B,True,False,12808.96,81.7
1353,A,False,False,0.0,41.5
1354,B,True,False,9425.88,78.7
1355,A,False,False,0.0,41.6
1356,B,True,False,6749.2,25.7
1357,A,True,True,11693.45,35.9
1358,A,False,False,0.0,51.5
1359,A,True,False,23582.09,47.4
1360,A,False,False,0.0,50.9
1361,B,True,False,5867.31,29.9
1362,B,True,False,9012.97,65.1
1363,B,True,False,9240.88,69.5
1364,B,True,False,24551.29,67.6
1365,A,True,False,10598.74,72.4
1366,A,True,False,7461.19,53.4
1367,A,False,False,0.0,46.8
1368,A,True,False,9064.16,91.8
1369,B,True,True,13494.8,42.4
1370,A,True,False,8736.22,86.9
1371,A,True,False,16118.03,53.9
1372,A,True,False,41658.16,54.6
1373,A,True,False,28251.38,69.5
1374,B,False,False,0.0,37.5
1375,A,True,False,10619.07,41.3
1376,A,True,True,21940.86,66.0
1377,B,True,False,10369.21,95.4
1378,B,False,False,0.0,87.0
1379,B,False,False,0.0,41.5
1380,B,False,False,0.0,31.5
1381,A,True,False,5412.5,64.0
1382,B,True,False,13365.91,48.0
1383,B,False,False,0.0,23.4
1384,A,True,False,11382.08,84.3
1385,B,False,False,0.0,43.2
1386,A,True,False,9878.9,23.9
1387,A,True,False,9887.23,82.2
1388,B,True,True,39836.04,37.4
1389,A,False,False,0.0,57.8
1390,A,False,False,0.0,24.9
1391,A,True,False,20082.05,65.6
1392,A,False,False,0.0,57.0
1393,B,True,False,4628.93,53.4
1394,A,False,False,0.0,40.7
1395,B,True,True,17357.55,36.4
1396,B,True,False,23534.63,74.0
1397,A,False,False,0.0,21.5
1398,B,False,False,0.0,54.8
1399,A,False,False,0.0,25.8
1400,A,True,False,12510.23,122.6
1401,A,True,False,9378.61,29.2
1402,B,True,False,19534.23,52.4
1403,A,True,False,8181.77,35.4
1404,A,True,False,15615.17,29.5
1405,A,True,False,45307.97,91.2
1406,B,True,False,11878.17,80.9
1407,A,True,False,10031.93,40.5
1408,B,True,False,10280.71,43.3
1409,A,True,False,12924.23,26.5
1410,B,True,False,15960.28,76.1
1411,B,True,False,11542.55,47.1
1412,A,True,False,11078.38,42.3
1413,B,True,False,12647.33,37.4
1414,A,False,False,0.0,26.5
1415,A,False,False,0.0,20.9
1416,A,False,False,0.0,36.4
1417,A,False,False,0.0,41.3
1418,B,True,False,14692.19,45.0
1419,A,True,False,5589.55,39.8
1420,A,True,False,4217.25,89.4
1421,B,False,False,0.0,27.3
1422,B,False,False,0.0,14.9
1423,A,True,False,7034.23,74.1
1424,A,False,False,0.0,58.3
1425,B,True,False,14859.59,31.0
1426,A,True,False,6980.95,99.2
1427,A,False,False,0.0,21.2
1428,B,True,False,7181.11,45.9
1429,A,True,False,8245.09,109.9
1430,B,True,False,38994.21,16.0
1431,A,True,False,12119.24,63.1
1432,B,True,False,19968.18,34.8
1433,A,True,False,4632.32,35.6
1434,A,True,True,17702.53,88.3
1435,A,True,True,17701.84,84.6
1436,A,True,False,16585.46,62.7
1437,A,True,True,16037.27,51.8
1438,A,True,True,10556.69,66.7
1439,A,True,False,10579.04,57.7
1440,A,True,False,20114.91,89.1
1441,B,True,False,14118.99,48.0
1442,A,False,False,0.0,26.1
1443,A,False,False,0.0,51.3
1444,B,False,False,0.0,36.8
1445,A,False,False,0.0,20.2
1446,B,True,False,9094.25,74.7
1447,B,True,False,4546.45,30.5
1448,B,True,False,14286.53,46.7
1449,A,False,False,0.0,52.3
1450,A,False,False,0.0,45.4
1451,A,False,False,0.0,34.9
1452,A,False,False,0.0,46.8
1453,B,True,False,30769.33,42.7
1454,A,True,True,14024.63,44.3
1455,B,True,False,28459.08,42.7
1456,A,True,False,14225.45,63.3
1457,B,True,False,4898.34,45.1
1458,B,True,False,7840.0,37.3
1459,B,True,False,17905.4,71.4
1460,A,False,False,0.0,21.0
1461,B,True,False,12441.27,43.4
1462,A,True,False,16296.05,36.0
1463,A,True,False,17891.02,52.9
1464,A,True,False,10503.7,55.8
1465,A,False,False,0.0,23.7
1466,A,False,False,0.0,15.5
1467,A,True,False,11153.02,77.6
1468,B,False,False,0.0,83.9
1469,A,True,True,13357.6,44.6
1470,A,True,False,39800.34,51.5
1471,B,True,False,10709.87,35.5
1472,B,False,False,0.0,31.1
1473,B,True,False,23335.13,52.7
1474,A,True,False,25381.24,41.4
1475,A,True,False,14476.95,58.5
1476,A,False,False,0.0,19.4
1477,A,True,False,14376.97,39.8
1478,A,False,False,0.0,21.6
1479,B,True,False,13576.55,68.2
1480,B,True,False,27267.05,23.3
1481,B,True,False,17556.59,29.4
1482,B,True,True,5781.86,45.0
1483,A,True,False,14929.3,38.8
1484,B,True,False,18187.46,19.6
1485,A,False,False,0.0,58.1
1486,A,True,True,24705.89,36.0
1487,B,True,False,24278.49,56.7
1488,B,True,False,6163.44,82.7
1489,B,True,False,7100.49,53.9
1490,A,True,True,11309.02,50.8
1491,B,False,False,0.0,40.6
1492,A,True,False,9443.91,41.7
1493,A,True,False,31803.14,61.7
1494,B,True,False,50000.0,59.0
1495,A,False,False,0.0,65.3
1496,B,False,False,0.0,32.4
1497,A,True,False,8464.07,44.5
1498,A,True,False,10424.94,41.7
1499,A,True,False,8973.2,54.0
1500,A,True,False,22064.68,67.1
1501,A,True,False,11009.71,47.8
1502,A,True,False,31378.43,55.3
1503,B,True,False,19822.29,59.0
1504,A,False,False,0.0,27.9
1505,A,True,False,12050.34,98.6
1506,A,True,False,8634.69,76.9
1507,A,True,False,11870.89,28.0
1508,A,True,False,18693.63,35.6
1509,B,True,True,7817.35,43.0
1510,A,True,False,9896.52,51.2
1511,A,True,False,19828.61,54.1
1512,B,True,False,15723.6,106.6
1513,A,False,False,0.0,32.9
1514,B,True,False,18476.68,43.1
1515,A,True,False,15014.49,37.6
1516,A,True,False,22710.76,56.6
1517,A,False,False,0.0,26.7
1518,A,True,False,14026.37,45.9
1519,A,False,False,0.0,28.4
1520,B,False,False,0.0,43.7
1521,B,True,False,12901.11,55.3
1522,A,True,False,5316.07,78.2
1523,A,True,False,11716.96,27.1
1524,B,True,False,13534.07,41.8
1525,A,True,False,43675.15,48.4
1526,A,True,False,10104.28,24.6
1527,B,True,False,12944.65,61.4
1528,A,False,False,0.0,42.8
1529,B,True,False,19763.4,54.6
1530,A,False,False,0.0,28.4
1531,A,True,False,17064.55,51.6
1532,B,False,False,0.0,26.8
1533,A,True,False,16672.61,82.7
1534,A,False,False,0.0,37.8
1535,A,False,False,0.0,18.5
1536,A,True,True,14008.22,43.1
1537,B,True,False,28820.49,127.8
1538,A,False,False,0.0,57.0
1539,B,True,False,17612.86,89.1
1540,A,False,False,0.0,26.9
1541,B,False,False,0.0,39.0
1542,A,True,True,7400.77,32.0
1543,A,True,False,9852.36,49.2
1544,A,True,False,14059.57,65.0
1545,A,True,False,31646.24,73.8
1546,B,True,False,9267.56,118.5
1547,A,True,False,7396.74,34.1
1548,A,True,False,12601.09,36.9
1549,A,False,False,0.0,36.3
1550,B,True,False,9287.57,45.8
1551,A,False,False,0.0,30.0
1552,A,True,True,6946.73,54.7
1553,B,True,False,15903.91,40.8
1554,A,True,False,16759.3,78.9
1555,B,True,False,25059.52,57.9
1556,A,True,False,12616.76,32.5
1557,B,True,False,7185.26,26.8
1558,B,True,False,15940.43,59.8
1559,A,True,False,7438.8,40.1
1560,B,True,False,10938.69,57.6
1561,B,False,False,0.0,45.7
1562,A,False,False,0.0,44.6
1563,A,True,False,7896.9,75.6
1564,A,True,False,5313.19,101.7
1565,B,True,False,13332.2,88.7
1566,A,True,False,14904.45,51.4
1567,A,True,False,24036.84,68.6
1568,B,True,False,4795.28,56.8
1569,B,True,False,4954.15,57.6
1570,A,True,False,3438.63,33.8
1571,A,False,False,0.0,57.4
1572,B,True,False,6907.52,51.1
1573,A,False,False,0.0,28.1
1574,B,True,False,13038.7,34.4
1575,B,True,False,33218.51,76.7
1576,B,True,False,4015.24,36.7
1577,B,True,False,17614.35,69.0
1578,A,False,False,0.0,21.4
1579,A,True,False,10941.19,39.3
1580,A,False,False,0.0,39.0
1581,B,True,True,6550.26,48.7
1582,B,True,False,10952.34,104.3
1583,B,True,False,38125.29,24.6
1584,B,True,False,14819.03,37.9
1585,B,True,False,17142.63,39.8
1586,A,False,False,0.0,29.3
1587,A,False,False,0.0,21.7
1588,B,True,False,25042.45,71.1
1589,B,True,False,10718.39,58.4
1590,B,False,False,0.0,21.3
1591,B,True,False,23546.6,51.4
1592,B,True,True,11806.83,64.1
1593,B,False,False,0.0,37.9
1594,B,True,False,15541.76,72.1
1595,B,True,False,3831.46,90.2
1596,B,False,False,0.0,37.5
1597,A,False,False,0.0,36.4
1598,A,False,False,0.0,31.4
1599,A,False,False,0.0,27.9
1600,B,False,False,0.0,18.4
1601,B,True,False,13905.44,68.6
1602,B,True,True,9544.07,35.6
1603,B,True,False,17504.88,65.3
1604,A,False,False,0.0,44.4
1605,B,False,False,0.0,27.3
1606,B,False,False,0.0,36.9
1607,B,True,False,15410.11,58.0
1608,B,True,False,27322.97,55.5
1609,B,False,False,0.0,32.2
1610,A,True,False,24673.51,36.1
1611,A,True,False,8367.71,28.9
1612,A,True,False,17509.41,40.9
1613,A,False,False,0.0,49.5
1614,A,True,False,22296.23,62.1
1615,B,False,False,0.0,15.8
1616,A,True,False,15342.77,62.7
1617,A,True,False,6393.09,50.3
1618,A,True,False,6781.31,62.2
1619,A,False,False,0.0,29.8
1620,A,True,False,14967.16,36.8
1621,B,False,False,0.0,13.8
1622,A,False,False,0.0,55.5
1623,A,True,False,6949.51,25.9
1624,A,False,False,0.0,51.2
1625,A,True,False,13273.86,40.7
1626,B,True,False,18185.34,40.6
1627,B,True,False,15503.53,38.4
1628,B,False,False,0.0,29.3
1629,B,True,False,17483.14,44.9
1630,B,True,False,15401.96,24.6
1631,B,False,False,0.0,26.0
1632,B,False,False,0.0,31.8
1633,A,True,False,5866.6,41.0
1634,B,True,False,23336.69,49.9
